,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
30159,30159,2019-01-18 22:12:40,4642255475285942,fraud_Bartoletti and Sons,personal_care,21.23,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,2df9fa2d0e508ed2a83aa3ac6f4b5d5a,1326924760,38.998205,-110.005615,1
30184,30184,2019-01-18 22:36:37,372246459334925,"fraud_Bernhard, Grant and Langworth",shopping_pos,768.58,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,e2e49325b25dc96d287e960deb1b37ba,1326926197,43.511685,-104.255432,1
30185,30185,2019-01-18 22:36:57,372246459334925,"fraud_Konopelski, Schneider and Hartmann",food_dining,106.22,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,a88ef885588442c03b04fd56ff64e5c9,1326926217,43.68751,-102.83038,1
30187,30187,2019-01-18 22:39:11,4586810168620942,"fraud_Little, Gutmann and Lynch",shopping_net,1135.27,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,acceb9e44e0b39b5cca8018bf9e0d931,1326926351,32.99101,-80.31371999999999,1
30217,30217,2019-01-18 23:05:03,372246459334925,fraud_Schmeler-Howe,personal_care,51.49,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,b5507609da14912b9d565c35848d1fd2,1326927903,44.538292,-103.281811,1
30233,30233,2019-01-18 23:16:21,4642255475285942,fraud_Ankunding-Carroll,travel,9.33,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,a0ed41246d201717db7250fa2375c73b,1326928581,39.23064,-108.990363,1
30239,30239,2019-01-18 23:20:16,4586810168620942,fraud_Pouros-Conroy,shopping_pos,1334.07,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,f0c086495d403024ce6d30f715713319,1326928816,31.615611,-79.702908,1
30248,30248,2019-01-18 23:31:25,372246459334925,fraud_Ullrich Ltd,kids_pets,6.06,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,4886a67813ff3bfdf38359908d5c0d2b,1326929485,44.371569,-104.435937,1
30249,30249,2019-01-18 23:31:36,4642255475285942,fraud_Wilkinson Ltd,entertainment,386.91,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,48dcc21bdef98405171a831d70b463c8,1326929496,39.262556,-109.656927,1
30254,30254,2019-01-18 23:39:55,372246459334925,"fraud_Pouros, Walker and Spencer",kids_pets,7.57,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,68739f741b5cc017f1ba78f50966f628,1326929995,44.359917,-103.267581,1
30270,30270,2019-01-18 23:50:42,4586810168620942,"fraud_Walter, Hettinger and Kessler",personal_care,16.75,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,81c86896ce0cf3f4742a4ecfc933eab4,1326930642,33.39515,-81.278516,1
30276,30276,2019-01-18 23:54:53,4586810168620942,"fraud_Baumbach, Feeney and Morar",shopping_net,799.88,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,592218aa9ca779301d91bd5c4e022ccd,1326930893,32.175697,-80.101884,1
30286,30286,2019-01-19 00:03:07,4586810168620942,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,10.87,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,a6f7bebec2037caa04a5dcb89a742820,1326931387,32.831531,-79.830025,1
30301,30301,2019-01-19 00:13:34,4220345354880,fraud_DuBuque LLC,grocery_pos,299.07,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,d12fb8c4f5e0bdd186eb2756bde2e6c1,1326932014,42.680289,-82.741566,1
30339,30339,2019-01-19 01:12:29,4586810168620942,"fraud_Lockman, West and Runte",grocery_pos,343.75,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,e44d79e60f3f947c260d7dec756c1d31,1326935549,32.382949,-80.10601700000001,1
30360,30360,2019-01-19 01:45:09,4586810168620942,fraud_Koepp-Parker,grocery_pos,311.14,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,a304f33a7f2fa2bd710e65e5c8e38907,1326937509,32.844313,-80.574344,1
30438,30438,2019-01-19 03:15:29,4220345354880,fraud_Barton Inc,grocery_pos,294.63,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,5deb134b8a171b35681a298f54b960f4,1326942929,42.864673,-82.710497,1
30461,30461,2019-01-19 03:48:51,3541554378551366,fraud_Cartwright-Harris,grocery_pos,316.09,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,80a8bdb36142d01f5d981cd929e8860a,1326944931,37.913774,-76.801322,1
30650,30650,2019-01-19 07:40:31,3541554378551366,fraud_Kutch LLC,gas_transport,15.27,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,c2e0b03d08362a339c0add0ea2bc56b0,1326958831,37.129532,-77.225451,1
30870,30870,2019-01-19 12:28:37,340951438290556,fraud_White and Sons,home,229.57,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,64a63459a16e9041c7c6a0324464cde0,1326976117,40.976722,-74.711764,1
31174,31174,2019-01-19 16:58:58,3541554378551366,"fraud_Hahn, Douglas and Schowalter",travel,9.5,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,b640319b274012044023559989500ef5,1326992338,38.007953,-76.34404,1
31519,31519,2019-01-19 22:19:52,3541554378551366,fraud_Fisher Inc,shopping_net,1073.35,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,9a69c5f5fca162037b267af288c73be2,1327011592,36.659903,-75.818235,1
31534,31534,2019-01-19 22:30:54,4277232699798846,fraud_Kris-Weimann,misc_net,792.26,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,f6ce1b2731758904e7cbd7b9f645021b,1327012254,46.317338,-103.589003,1
31536,31536,2019-01-19 22:32:12,4277232699798846,"fraud_Streich, Dietrich and Barton",shopping_net,878.33,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,eac9c6e5ae42cab043aa4b2aacce508d,1327012332,45.836466,-102.929251,1
31545,31545,2019-01-19 22:37:34,4220345354880,fraud_Gleason-Macejkovic,shopping_net,911.04,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,a7c7338a079067c51145628da5f60622,1327012654,42.745817,-82.808309,1
31574,31574,2019-01-19 23:04:09,340951438290556,fraud_Kozey-Kuhlman,personal_care,23.71,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,90d38395ab881edb3b7ddaa3861cf753,1327014249,41.118844,-74.303671,1
31588,31588,2019-01-19 23:14:04,3541554378551366,fraud_Cole PLC,grocery_pos,311.41,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,b039bf67efad20b0b0b03e90768eb32c,1327014844,37.606008,-77.221365,1
31599,31599,2019-01-19 23:26:54,4586810168620942,fraud_Flatley-Durgan,misc_net,688.75,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,364810a737ac7d7f2ce3bd374432ae8e,1327015614,32.681695,-79.663898,1
31614,31614,2019-01-19 23:40:00,4586810168620942,"fraud_Labadie, Treutel and Bode",shopping_net,944.46,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,2ee68acdd1ff602c2dd849c5e8e16497,1327016400,32.744709,-81.026552,1
31615,31615,2019-01-19 23:40:08,340951438290556,fraud_White and Sons,home,238.27,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,1518ff2214116ad01eab60056d6163bc,1327016408,41.754557,-73.505564,1
31628,31628,2019-01-19 23:48:31,4220345354880,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,939.35,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,b74fb8b0256ddb77d312650b2d06bb2e,1327016911,43.617121,-83.463267,1
31629,31629,2019-01-19 23:48:32,340951438290556,fraud_Runte-Mohr,food_dining,92.79,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,b8c79024c47140b7b09b159b8f287070,1327016912,41.597416,-74.913761,1
31639,31639,2019-01-19 23:57:40,3541554378551366,fraud_Medhurst PLC,shopping_net,1134.36,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,c9225a13092c209419210150b28642df,1327017460,36.128777,-76.97476800000001,1
31663,31663,2019-01-20 00:23:08,4277232699798846,"fraud_Raynor, Feest and Miller",gas_transport,17.34,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,8d939671bb95dbc3c96db995391368d5,1327018988,45.765123,-104.568783,1
31703,31703,2019-01-20 00:59:18,4277232699798846,fraud_Stracke-Lemke,grocery_pos,294.85,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,06666a3bb1a682d3984d1b120de7d285,1327021158,46.166151,-104.035749,1
31766,31766,2019-01-20 01:54:43,340951438290556,fraud_Kling-Ernser,entertainment,493.5,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,0bf2a603ea431b7f2b0f43221e661a3b,1327024483,41.314072,-73.407514,1
31798,31798,2019-01-20 02:20:05,340951438290556,fraud_Kunze Inc,grocery_pos,348.74,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,cdb5a58edd3b6fda0c677b0e0e868a59,1327026005,40.090338,-74.017922,1
31831,31831,2019-01-20 02:56:24,3541554378551366,"fraud_Moen, Reinger and Murphy",grocery_pos,300.05,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,65996506d41e1607bcacff0638788c3d,1327028184,37.919487,-77.120768,1
31851,31851,2019-01-20 03:18:49,340951438290556,fraud_Bruen-Yost,misc_pos,7.01,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,d70b6942e5bd2ecd6f34612283bd98cc,1327029529,41.569737,-73.94573000000001,1
31913,31913,2019-01-20 03:56:41,340951438290556,"fraud_Ruecker, Beer and Collier",shopping_net,1065.87,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,7358a9b1538ebc7f728e60933ecab143,1327031801,40.872208,-73.78608,1
31916,31916,2019-01-20 03:58:42,4220345354880,"fraud_Casper, Hand and Zulauf",grocery_pos,271.91,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,d83b09ae4984476d4578d3ee03671779,1327031922,43.350281,-83.06953299999999,1
32074,32074,2019-01-20 06:28:22,3541554378551366,fraud_Stracke-Lemke,grocery_pos,275.15,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,707f9affa73a5951dc94734eb9610622,1327040902,37.672206,-76.910157,1
32262,32262,2019-01-20 09:08:57,4220345354880,fraud_Berge LLC,gas_transport,9.44,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,29c71897828ea6a02db0a3b073a67873,1327050537,42.84197,-84.237513,1
32458,32458,2019-01-20 11:52:57,340951438290556,fraud_Flatley-Durgan,misc_net,861.36,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,c56ca9e01e542062a081c567a4686fba,1327060377,41.98813,-74.84994300000001,1
32984,32984,2019-01-20 17:00:18,3541554378551366,fraud_Auer-West,shopping_net,1027.34,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,591b7c923ad946200fa3f84c6ff021e4,1327078818,36.584139,-75.434597,1
33155,33155,2019-01-20 19:04:39,4220345354880,fraud_Kuhic LLC,shopping_net,1191.47,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,79653b3902318ac33cc7c6608fde6ca4,1327086279,42.682513,-82.375625,1
33353,33353,2019-01-20 21:03:01,4220345354880,fraud_Sawayn PLC,shopping_pos,927.58,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,afdc90b5929238566ee58bef06fa3b04,1327093381,42.976673,-83.08651400000001,1
33368,33368,2019-01-20 21:15:52,4220345354880,"fraud_Gottlieb, Considine and Schultz",shopping_net,997.62,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,73c8a940a2049174ea85794c55fb307c,1327094152,42.517457,-83.904839,1
33452,33452,2019-01-20 22:08:45,340951438290556,fraud_O'Connell-Ullrich,home,261.01,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,0536a6c20150cb7e503b89c6e3deb176,1327097325,41.532756,-73.94595,1
33458,33458,2019-01-20 22:12:18,4220345354880,"fraud_Bernhard, Grant and Langworth",shopping_pos,865.06,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,356ca1216e9fe0f42e099a3259c2a511,1327097538,42.341997,-83.38441800000001,1
33519,33519,2019-01-20 22:45:51,340951438290556,"fraud_Witting, Beer and Ernser",home,275.71,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,6d85e286aeb0bfd2a569f552db2e76bc,1327099551,41.36496,-73.619872,1
33566,33566,2019-01-20 23:04:33,4220345354880,"fraud_Heathcote, Yost and Kertzmann",shopping_net,904.58,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,f805ba62dd3f54ba0c2710b5ea5dec4a,1327100673,43.735688,-83.939104,1
33593,33593,2019-01-20 23:22:55,4220345354880,"fraud_Reichert, Rowe and Mraz",shopping_net,1014.54,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,8588714e61672c9cc78c94c3b812f3e3,1327101775,43.789067,-83.279892,1
33626,33626,2019-01-20 23:43:08,3541554378551366,fraud_Schmidt and Sons,shopping_net,1049.71,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,9a420cc1e8f9c990b558c8fe12a389f2,1327102988,37.620157,-75.760598,1
33633,33633,2019-01-20 23:49:41,4277232699798846,"fraud_Langworth, Boehm and Gulgowski",shopping_net,994.37,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,6a4c02a7115ce99141525eb65986c370,1327103381,45.787852,-103.028091,1
33640,33640,2019-01-20 23:53:21,3541554378551366,fraud_Block-Parisian,misc_net,806.77,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,b7fdc4b45343dcec2499ed577acb08f1,1327103601,37.440191,-75.635751,1
33642,33642,2019-01-20 23:54:57,4277232699798846,"fraud_Little, Gutmann and Lynch",shopping_net,1043.2,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,f2ae00ce09e1edab601417ca3b812f25,1327103697,45.488253,-103.993901,1
33650,33650,2019-01-20 23:59:04,3541554378551366,"fraud_Bahringer, Schoen and Corkery",shopping_pos,1117.82,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,6ee7ebfdaadb946aaaafbdbd2c5e6463,1327103944,37.51164,-75.678694,1
33840,33840,2019-01-21 02:34:38,3518669219150142,fraud_Harris Inc,gas_transport,9.18,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,a422be3899829621e7f83d8cc3d38918,1327113278,38.833889,-83.308515,1
33871,33871,2019-01-21 03:00:22,3518669219150142,fraud_Koepp-Parker,grocery_pos,311.58,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,c6e7f1713e238400e72a3dc40afb2706,1327114822,39.177761,-83.44125600000001,1
33945,33945,2019-01-21 03:58:15,3518669219150142,fraud_McGlynn-Heathcote,misc_net,729.1,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,54bf5312f3da4964d75fa6d04b389d07,1327118295,39.78976,-84.525755,1
34239,34239,2019-01-21 07:36:05,3518669219150142,"fraud_Tillman, Dickinson and Labadie",gas_transport,10.34,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,f98c71356203b8d04f19ba6108153a9e,1327131365,38.612078,-85.004216,1
34754,34754,2019-01-21 13:30:36,180064817343047,fraud_O'Keefe-Hudson,grocery_pos,320.59,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,28eeafbaba89ceb1bbe3b7691c715139,1327152636,37.001666,-86.912115,1
34963,34963,2019-01-21 15:09:03,180064817343047,fraud_Schumm PLC,shopping_net,917.52,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,d0308999eb6aa636eec992cf86f1c182,1327158543,37.282391,-85.572291,1
35824,35824,2019-01-21 22:13:49,3518669219150142,fraud_Mayert Group,shopping_pos,1009.62,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,93866472ab534aef2928057a9c71c842,1327184029,39.649431,-85.226337,1
35842,35842,2019-01-21 22:20:53,180064817343047,fraud_Yost-Rogahn,personal_care,50.66,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,0a5a3e5d77ed9b25d5f3e24d502a7827,1327184453,38.283957,-87.092218,1
35853,35853,2019-01-21 22:27:05,3518669219150142,fraud_Pacocha-Bauch,shopping_pos,797.87,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,a30424554e0d1b68448de32060b12962,1327184825,39.600853,-84.169555,1
35872,35872,2019-01-21 22:34:08,3518669219150142,fraud_Price Inc,shopping_net,1122.38,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,269fd480aacf8f31704b606a997f180e,1327185248,38.728596,-84.868296,1
35887,35887,2019-01-21 22:43:42,3518669219150142,fraud_Stamm-Witting,shopping_net,1002.29,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,c97df13b326222500b0e477ad293d090,1327185822,39.886344,-83.529175,1
35929,35929,2019-01-21 23:04:57,3518669219150142,"fraud_Bins, Balistreri and Beatty",shopping_pos,704.6,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,b92cf6ea3f75df7896e0658bc7b15565,1327187097,39.293663,-83.386579,1
35930,35930,2019-01-21 23:04:59,3518669219150142,fraud_Hudson-Grady,shopping_pos,810.35,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,9fb49ab9d48d6ad4cd8393b97a0ed7cf,1327187099,38.222815,-83.48152900000001,1
35968,35968,2019-01-21 23:26:08,3518669219150142,fraud_Mayert Group,shopping_pos,867.76,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,852b235ebe71a29d575dc8ca18adc5c1,1327188368,38.456778,-83.82438,1
35992,35992,2019-01-21 23:35:01,180064817343047,"fraud_Rippin, Kub and Mann",misc_net,767.97,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,a654cc09340a8af9985cf005d8942198,1327188901,38.697716,-87.287635,1
36001,36001,2019-01-21 23:39:18,3518669219150142,fraud_Gislason Group,travel,9.69,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,89feccc33b7fe980a0afdb534f6f0a17,1327189158,38.429101,-84.141828,1
36019,36019,2019-01-21 23:49:32,180064817343047,fraud_Rempel Inc,shopping_net,1058.68,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,98d00ce79b4129bac1bd7f593f8304d8,1327189772,38.563266,-86.679912,1
36038,36038,2019-01-22 00:04:52,3518669219150142,fraud_Heidenreich PLC,grocery_pos,301.8,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,29238ae31879466d7deaddabff1b7e66,1327190692,39.440602,-83.86414599999999,1
36064,36064,2019-01-22 00:27:57,344709867813900,fraud_McDermott-Rice,misc_pos,6.83,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,77729811fbf617bf732e6e28cdc32e55,1327192077,26.572094,-81.961039,1
36126,36126,2019-01-22 01:22:24,344709867813900,fraud_Ernser-Lynch,food_dining,109.69,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,e32cdaaf7c99f0992a8bb75cf5070ac2,1327195344,26.522765000000003,-81.454957,1
36187,36187,2019-01-22 02:12:36,344709867813900,fraud_Friesen Inc,shopping_pos,746.76,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,00422000408aea213f6432061686b0bd,1327198356,28.213586,-80.990412,1
36270,36270,2019-01-22 03:14:22,344709867813900,fraud_Cormier LLC,shopping_net,1155.71,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,39536e33dbfccd38d677ff3872819d73,1327202062,27.751833,-81.465397,1
36302,36302,2019-01-22 03:37:02,344709867813900,fraud_Hudson-Grady,shopping_pos,885.64,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,88ae710a6730f588882b012b938678d9,1327203422,27.508257,-81.968152,1
36318,36318,2019-01-22 03:49:33,344709867813900,fraud_Pfeffer and Sons,shopping_pos,771.55,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,bd947479d09382e243ee6cf479add43d,1327204173,28.177124,-81.807376,1
36611,36611,2019-01-22 07:49:49,3518669219150142,fraud_Kuhic Inc,grocery_pos,293.52,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,9ba62e793d49b0a1ca87e4269c60cb2c,1327218589,38.790873,-84.74763100000001,1
36777,36777,2019-01-22 09:59:03,180064817343047,fraud_Emard Inc,gas_transport,19.43,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,27b0e5f5db86c589b824d4e0edff840c,1327226343,38.739129,-85.893116,1
36787,36787,2019-01-22 10:07:45,344709867813900,fraud_Dooley Inc,shopping_pos,913.75,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,c793c34a9264777203b5fc84439857fc,1327226865,28.209431,-81.457981,1
36833,36833,2019-01-22 10:44:32,344709867813900,fraud_Wiza LLC,misc_pos,8.63,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,6ad75fd2ae01c0ceb3f1cd6f3a47b31f,1327229072,27.188218,-82.058711,1
38028,38028,2019-01-22 21:21:34,180064817343047,fraud_Kozey-Boehm,shopping_net,1036.56,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,5acd5ee96e3cde68bfe4317b61168aeb,1327267294,38.050689,-86.13899,1
38137,38137,2019-01-22 22:15:21,180064817343047,"fraud_Labadie, Treutel and Bode",shopping_net,990.45,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,122e25f6757804ec603800afa01ceba3,1327270521,38.856462,-85.87140600000001,1
38146,38146,2019-01-22 22:20:57,344709867813900,fraud_Ebert-Daugherty,travel,10.68,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,71eb3f8b8be866a4835f5059ded5d0c4,1327270857,27.966062,-81.58357600000001,1
